"MODEL","SCENARIO","REGION","VARIABLE","UNIT",2015,2020,2030,2040,2050,2060,2070,2080,2090,2100
"IMAGE","SSP1-26","RUS","CMIP6 Emissions|NOx|Peat Burning","Mt NOx/yr",0.005875216117,0.005875216117,0.005875216117,0.005875216117,0.005875216117,0.005875216117,0.005875216117,0.005875216117,0.005875216117,0.005875216117
"IMAGE","SSP1-26","RUS","CMIP6 Emissions|NOx|Residential Commercial Other","Mt NOx/yr",0.167052448452019,0.146268434842047,0.0998353181243101,0.0947475852761148,0.0905221965596098,0.0823186449381088,0.0705124062059045,0.0592930117407485,0.0530350423863241,0.0428222546923357
"IMAGE","SSP1-26","RUS","CMIP6 Emissions|NOx|Transportation Sector","Mt NOx/yr",0.838612267267743,0.773203450146969,0.65774020353664,0.52458855204978,0.390394821113038,0.280511424663859,0.179595849263566,0.0437324297253286,0.00497062204981072,0.00276360186007223
"IMAGE","SSP1-26","RUS","CMIP6 Emissions|NOx|Waste","Mt NOx/yr",0.167115690127128,0.167115690127128,0.167115690127128,0.167115690127128,0.167115690127128,0.167115690127128,0.167115690127128,0.167115690127128,0.167115690127128,0.167115690127128
"IMAGE","SSP1-26","RUS","CMIP6 Emissions|OC","Mt OC/yr",2.42058482330199,2.2809784261645,2.03869314305725,1.80157439969797,1.57495705095365,1.3276198082529,1.09268038907958,0.867528970903518,0.645478051884718,0.412701745990166
"IMAGE","SSP1-26","RUS","CMIP6 Emissions|OC|Agricultural Waste Burning","Mt OC/yr",0.212158234094,0.231593921650695,0.267571315675125,0.278517760178995,0.288072296644424,0.264138086351811,0.244505802069383,0.235631384006488,0.223981603042878,0.20056828551637
"IMAGE","SSP1-26","RUS","CMIP6 Emissions|OC|Energy Sector","Mt OC/yr",0.0779048568300232,0.0701316298512328,0.0575303222495295,0.0401246794183556,0.0317730077274855,0.0275499150778367,0.0245031581109351,0.0208440497517586,0.0201804507523775,0.0199973806738853
"IMAGE","SSP1-26","RUS","CMIP6 Emissions|OC|Forest Burning","Mt OC/yr",1.74754028981999,1.64409236467488,1.43870552750108,1.2332662727825,1.02762869042599,0.822101346023269,0.616564488546067,0.41107483315631,0.20557861291738,4.61383606307209E-5
"IMAGE","SSP1-26","RUS","CMIP6 Emissions|OC|Grassland Burning","Mt OC/yr",0.0212348344119999,0.0212348344119999,0.0212348344119999,0.0212348344119999,0.0212348344119999,0.0212348344119999,0.0212348344119999,0.0212348344119999,0.0212348344119999,0.0212348344119999
"IMAGE","SSP1-26","RUS","CMIP6 Emissions|OC|Industrial Sector","Mt OC/yr",0.0021224657126443,0.00153927025547949,8.77764111236943E-4,5.8173200098172E-4,3.89693623185029E-4,2.60003205242549E-4,1.46302269348008E-4,7.106797073775E-5,2.2021748275064E-5,5.17018704992031E-6
"IMAGE","SSP1-26","RUS","CMIP6 Emissions|OC|Peat Burning","Mt OC/yr",0.04860894692,0.04860894692,0.04860894692,0.04860894692,0.04860894692,0.04860894692,0.04860894692,0.04860894692,0.04860894692,0.04860894692
"IMAGE","SSP1-26","RUS","CMIP6 Emissions|OC|Residential Commercial Other","Mt OC/yr",0.167583471920678,0.126415193053194,0.0789346785579911,0.0574002887140671,0.036487388844218,0.0235562058799168,0.0170951859360071,0.0111218495495423,0.00754436695992937,0.00396200015858545
"IMAGE","SSP1-26","RUS","CMIP6 Emissions|OC|Transportation Sector","Mt OC/yr",0.0252973424599123,0.0192278842142835,0.00709537249754729,0.00370550413833304,0.00262781122361235,0.00203608925009493,0.00188728968310463,8.07624003943711E-4,1.92833999140232E-4,1.44608628907627E-4
"IMAGE","SSP1-26","RUS","CMIP6 Emissions|OC|Waste","Mt OC/yr",0.118134381132737,0.118134381132737,0.118134381132737,0.118134381132737,0.118134381132737,0.118134381132737,0.118134381132737,0.118134381132737,0.118134381132737,0.118134381132737
"IMAGE","SSP1-26","RUS","CMIP6 Emissions|Sulfur","Mt SO2/yr",5.26797906225788,4.17488760286387,1.67260120953607,0.893400208516123,0.665597046142338,0.459354371582783,0.38050515854072,0.292475178497899,0.21888067981877,0.165160542539505
"IMAGE","SSP1-26","RUS","CMIP6 Emissions|Sulfur|Agricultural Waste Burning","Mt SO2/yr",0.0314234063949999,0.0343020851111714,0.0396308056629667,0.0412521218618021,0.0426672726754938,0.0391222982948925,0.0362145015246865,0.0349000867466015,0.0331745996336671,0.0297067818805808
"IMAGE","SSP1-26","RUS","CMIP6 Emissions|Sulfur|Energy Sector","Mt SO2/yr",2.21439851604289,1.88841278909193,0.888364951121783,0.297402884041839,0.189661426097351,0.0857485323780135,0.0778474936980547,0.0740072515755892,0.0608251628242433,0.0560712757781148
"IMAGE","SSP1-26","RUS","CMIP6 Emissions|Sulfur|Forest Burning","Mt SO2/yr",0.200964778018,0.189082345938388,0.165458725401174,0.141830198581832,0.118183108300781,0.0945463362907829,0.070908673855003,0.0472754295348458,0.0236415707450614,4.31855096394429E-6
"IMAGE","SSP1-26","RUS","CMIP6 Emissions|Sulfur|Grassland Burning","Mt SO2/yr",0.003838138023,0.003838138023,0.003838138023,0.003838138023,0.003838138023,0.003838138023,0.003838138023,0.003838138023,0.003838138023,0.003838138023
"IMAGE","SSP1-26","RUS","CMIP6 Emissions|Sulfur|Industrial Sector","Mt SO2/yr",2.51392537893797,1.86608074500415,0.501047868714095,0.360074240098204,0.272028022111375,0.201662122190944,0.160061421447907,0.105267962157725,0.0720738390311599,0.0512045748233795
"IMAGE","SSP1-26","RUS","CMIP6 Emissions|Sulfur|Peat Burning","Mt SO2/yr",0.005483784923,0.005483784923,0.005483784923,0.005483784923,0.005483784923,0.005483784923,0.005483784923,0.005483784923,0.005483784923,0.005483784923
"IMAGE","SSP1-26","RUS","CMIP6 Emissions|Sulfur|Residential Commercial Other","Mt SO2/yr",0.189876088502955,0.0985199307693142,0.015917829865985,0.0115802831778183,0.00877046389489141,0.00787815507323822,0.00672743813156803,0.00569076305814087,0.00507580084260553,0.00418385387491435
"IMAGE","SSP1-26","RUS","CMIP6 Emissions|Sulfur|Transportation Sector","Mt SO2/yr",0.0934983171956546,0.0745971297799124,0.0382884516010705,0.0173679035856258,0.0103941758934448,0.00650435018591172,0.00485305271450088,0.00144110825599637,1.97129573032726E-4,9.71604625519831E-5
"IMAGE","SSP1-26","RUS","CMIP6 Emissions|Sulfur|Waste","Mt SO2/yr",0.0145706542194077,0.014570654223,0.014570654223,0.014570654223,0.014570654223,0.014570654223,0.014570654223,0.014570654223,0.014570654223,0.014570654223
"IMAGE","SSP1-26","RUS","CMIP6 Emissions|VOC","Mt VOC/yr",10.2913425744287,9.36560342864717,7.52272166004332,6.65503599235588,5.99918180827131,5.2035120649095,4.47262088416136,3.52860553047559,2.77004589800028,2.03626379448599
"IMAGE","SSP1-26","RUS","CMIP6 Emissions|VOC|Agricultural Waste Burning","Mt VOC/yr",1.32149636290299,1.44255779548052,1.66665468129825,1.7348382874931,1.79435180943421,1.64526969636024,1.52298361796455,1.46770648548915,1.39514203619341,1.2493045122694
"IMAGE","SSP1-26","RUS","CMIP6 Emissions|VOC|Energy Sector","Mt VOC/yr",1.73051130653482,1.20222063406362,0.273375124165078,0.258081167288234,0.281404371847183,0.298199870737894,0.306524683933265,0.114658802747726,0.0720449090003967,0.0771406963467598
"IMAGE","SSP1-26","RUS","CMIP6 Emissions|VOC|Forest Burning","Mt VOC/yr",4.905746118719,4.61659473197122,4.03963105671783,3.46262086614373,2.88543467959913,2.30834631824645,1.73124951497122,1.15419459883464,0.57713385704253,4.09431850130204E-5
"IMAGE","SSP1-26","RUS","CMIP6 Emissions|VOC|Grassland Burning","Mt VOC/yr",0.121775215248,0.121775215248,0.121775215248,0.121775215248,0.121775215248,0.121775215248,0.121775215248,0.121775215248,0.121775215248,0.121775215248
"IMAGE","SSP1-26","RUS","CMIP6 Emissions|VOC|Industrial Sector","Mt VOC/yr",0.219029019343707,0.244441409695727,0.237060626439466,0.177077947434734,0.139265987425928,0.114789284335387,0.100772440272554,0.0771323068524048,0.0604414380321801,0.0495910116164473
"IMAGE","SSP1-26","RUS","CMIP6 Emissions|VOC|Peat Burning","Mt VOC/yr",0.1535364916,0.1535364916,0.1535364916,0.1535364916,0.1535364916,0.1535364916,0.1535364916,0.1535364916,0.1535364916,0.1535364916
"IMAGE","SSP1-26","RUS","CMIP6 Emissions|VOC|Residential Commercial Other","Mt VOC/yr",0.17167670621172,0.148165212580391,0.0985813927264313,0.0575680875661902,0.0262131185974269,0.0157004138562064,0.00949427741523038,0.00587264122441411,0.00425550900399685,0.00303065404295921
"IMAGE","SSP1-26","RUS","CMIP6 Emissions|VOC|Solvents Production and Application","Mt VOC/yr",0.0405418789155269,0.0420296228529877,0.0345145424829576,0.0195702941801496,0.010681764136915,0.00816842112059614,0.00729496467016359,0.00529636970673576,0.00393953482515991,0.00308670671875708
"IMAGE","SSP1-26","RUS","CMIP6 Emissions|VOC|Transportation Sector","Mt VOC/yr",1.25332534554956,1.02057818575133,0.523888399961947,0.296263505998379,0.212814240979153,0.164022224001365,0.145285548683013,0.054728489369154,0.00807277765125035,0.00505343405529857
"IMAGE","SSP1-26","RUS","CMIP6 Emissions|VOC|Waste","Mt VOC/yr",0.373704129403357,0.373704129403357,0.373704129403357,0.373704129403357,0.373704129403357,0.373704129403357,0.373704129403357,0.373704129403357,0.373704129403357,0.373704129403357
"IMAGE","SSP1-26","SAF","CMIP6 Emissions|BC","Mt BC/yr",0.131247008248496,0.101294223325492,0.0519816980746172,0.0450747859261071,0.0395346553143002,0.035656025527539,0.033716751701153,0.0291397080678168,0.0298472991738377,0.0257676373765938
"IMAGE","SSP1-26","SAF","CMIP6 Emissions|BC|Agricultural Waste Burning","Mt BC/yr",0.00136183576,0.0015291891770077,0.00184933784652395,0.00218127163303303,0.00244381476187813,0.00246728753731013,0.00247404282169741,0.00248249107168185,0.0024595295350202,0.00239905901428951
"IMAGE","SSP1-26","SAF","CMIP6 Emissions|BC|Energy Sector","Mt BC/yr",0.00294003867291127,0.00293316344450065,0.00289330674987499,0.00285483413703495,0.00284013831683291,0.00283035751375975,0.00282546337314586,0.00281998905236879,0.00281892216897527,0.00281720998315536
"IMAGE","SSP1-26","SAF","CMIP6 Emissions|BC|Forest Burning","Mt BC/yr",4.36197881E-4,3.91914043128194E-4,7.94367203426772E-4,0.00115177359086935,0.00124983629140816,5.93595684207123E-4,0.00275016657496294,0.00121517143332527,0.00359677061202419,2.02953121946318E-4
"IMAGE","SSP1-26","SAF","CMIP6 Emissions|BC|Grassland Burning","Mt BC/yr",0.00632537628,0.00629282261016128,0.00661732531845842,0.00581307624634895,0.0051590726241585,0.00493559735924994,0.00464765009325884,0.00425723726523703,0.00355662036826782,0.003282111061264
"IMAGE","SSP1-26","SAF","CMIP6 Emissions|BC|Industrial Sector","Mt BC/yr",0.0101967319329465,0.00803037556849633,0.00168234904238702,6.88494425800851E-4,2.36819794072223E-4,1.41589374419032E-4,1.03823789897242E-4,6.87984289161568E-5,6.75751470583774E-5,7.50165517099603E-5
"IMAGE","SSP1-26","SAF","CMIP6 Emissions|BC|Residential Commercial Other","Mt BC/yr",0.0646859021209634,0.0416264561176474,0.0123309835508491,0.00899283799507634,0.00602738663791714,0.00522666348434151,0.00361779057038164,0.00296866497956216,0.00273810490034521,0.00255423202179372
"IMAGE","SSP1-26","SAF","CMIP6 Emissions|BC|Transportation Sector","Mt BC/yr",0.0311651097667729,0.0263544865306478,0.0116782125291941,0.00925668206404094,0.00744177105413043,0.00532511874034879,0.00316199864390637,0.00119154000282288,4.73960608243941E-4,3.01239788532257E-4
"IMAGE","SSP1-26","SAF","CMIP6 Emissions|BC|Waste","Mt BC/yr",0.0141358158339027,0.0141358158339027,0.0141358158339027,0.0141358158339027,0.0141358158339027,0.0141358158339027,0.0141358158339027,0.0141358158339027,0.0141358158339027,0.0141358158339027
"IMAGE","SSP1-26","SAF","CMIP6 Emissions|CH4","Mt CH4/yr",3.05728805622106,3.22745211163688,2.7917865998925,2.52867096900091,2.40384025542054,2.38757008344427,2.21605843310491,1.98450027705085,1.87359872981343,1.68133321128089
"IMAGE","SSP1-26","SAF","CMIP6 Emissions|CH4|Agricultural Waste Burning","Mt CH4/yr",0.009166065343,0.010325976151303,0.012535028942325,0.0148291124830998,0.0166481053979876,0.0168214143360478,0.016880887234308,0.0169534893056141,0.0168144785327267,0.0164094464346498
"IMAGE","SSP1-26","SAF","CMIP6 Emissions|CH4|Agriculture","Mt CH4/yr",0.688332028833179,0.699124091127784,0.766714152323303,0.766118400633155,0.807989593038946,0.861939175404835,0.915472508885559,0.967836256782903,0.981465995133476,0.992273959102021
"IMAGE","SSP1-26","SAF","CMIP6 Emissions|CH4|Energy Sector","Mt CH4/yr",1.44227828625785,1.59852208928894,1.18769975920281,0.948424804824552,0.814755459288937,0.795262786305861,0.700258710945869,0.56627482175827,0.424691885709762,0.267620295286179
"IMAGE","SSP1-26","SAF","CMIP6 Emissions|CH4|Forest Burning","Mt CH4/yr",0.003376706691,0.00303389713149969,0.00614936591096351,0.0089161235394472,0.00967522927183349,0.00459515942073611,0.0212896797639272,0.00940693711180888,0.0278435764975195,0.0015710704173495
"IMAGE","SSP1-26","SAF","CMIP6 Emissions|CH4|Grassland Burning","Mt CH4/yr",0.03498884374,0.0348087657327394,0.0366041155519626,0.0321549718140558,0.0285375763157883,0.0273014006049214,0.0257085476356065,0.0235489275537636,0.0196735240248042,0.0181550634489269
"IMAGE","SSP1-26","SAF","CMIP6 Emissions|CH4|Industrial Sector","Mt CH4/yr",0.0110938055183901,0.0117487412071545,0.0113056027356977,0.0112443020197003,0.0100711043046189,0.00832108763005496,0.00692621696853985,0.00553572177886963,0.00448605278506875,0.00367618701420724
"IMAGE","SSP1-26","SAF","CMIP6 Emissions|CH4|Residential Commercial Other","Mt CH4/yr",0.106243977580859,0.0748315552995257,0.0466563903880371,0.0348875148456222,0.0239911715296886,0.020016511343623,0.0148160451464446,0.0125129204243422,0.0118814297020435,0.0114681897684932
"IMAGE","SSP1-26","SAF","CMIP6 Emissions|CH4|Transportation Sector","Mt CH4/yr",0.00493164795579695,0.00544208344917644,0.00594238063111196,0.00801836867776765,0.00727287918641,0.00632332270698339,0.00536574776223597,0.00358998100273311,0.00219845795072615,0.00173431599978358
"IMAGE","SSP1-26","SAF","CMIP6 Emissions|CH4|Waste","Mt CH4/yr",0.756876694300985,0.789614912248754,0.718179804206283,0.704077370163517,0.684899137086336,0.646989225691206,0.509340088762427,0.37884122133255,0.38454332947731,0.36842468380928
"IMAGE","SSP1-26","SAF","CMIP6 Emissions|CO","Mt CO/yr",7.43657349517266,6.19521254781004,4.41018652395686,4.35476899241141,4.15780268578347,3.85736163903151,3.90235174260286,3.23689560687123,3.28701049869542,2.47651159317321
"IMAGE","SSP1-26","SAF","CMIP6 Emissions|CO2","Mt CO2/yr",442.243936735665,475.217640348358,405.26227848806,261.659123225152,200.935926287749,120.072362552042,61.1601460439344,14.6109117211545,-27.5608469895067,-39.059711669137
"IMAGE","SSP1-26","SAF","CMIP6 Emissions|CO2|Energy Sector","Mt CO2/yr",292.689622547803,320.999645125472,262.300429467978,136.614936000541,87.7423114264763,26.9310980857625,-12.3249256779872,-29.5058416957036,-54.4694391984958,-60.3092431611731
"IMAGE","SSP1-26","SAF","CMIP6 Emissions|CO2|Industrial Sector","Mt CO2/yr",64.3630490376925,67.2237449840253,60.5781098208215,43.4534736589465,28.7391668776258,14.6586945240993,11.92824880508,8.90126037597656,6.66432523727417,4.72156190872191
"IMAGE","SSP1-26","SAF","CMIP6 Emissions|CO2|Residential Commercial Other","Mt CO2/yr",23.85026098151,25.6272185207794,31.2291148113181,32.1147563067413,32.4813693397027,31.7094059406274,26.993799244488,21.7572402954102,15.8528957366943,12.6408305168152
"IMAGE","SSP1-26","SAF","CMIP6 Emissions|CO2|Solvents Production and Application","Mt CO2/yr",0.247198561142983,0.247198561142983,0.247198561142983,0.247198561142983,0.247198561142983,0.247198561142983,0.247198561142983,0.247198561142983,0.247198561142983,0.247198561142983
"IMAGE","SSP1-26","SAF","CMIP6 Emissions|CO2|Transportation Sector","Mt CO2/yr",58.0223368436118,58.0483643930327,47.8359570628951,46.1572899338755,48.6544113188973,43.4544966765058,31.2443563473058,10.1395854204238,1.07270390997291,0.568471741451276
"IMAGE","SSP1-26","SAF","CMIP6 Emissions|CO2|Waste","Mt CO2/yr",3.07146876390464,3.07146876390464,3.07146876390464,3.07146876390464,3.07146876390464,3.07146876390464,3.07146876390464,3.07146876390464,3.07146876390464,3.07146876390464
"IMAGE","SSP1-26","SAF","CMIP6 Emissions|CO|Agricultural Waste Burning","Mt CO/yr",0.2044901729,0.229619572244355,0.277692377654246,0.327534801438143,0.36695769101169,0.370482311088359,0.371496643005129,0.372765214900447,0.369317382405404,0.360237275906403
"IMAGE","SSP1-26","SAF","CMIP6 Emissions|CO|Energy Sector","Mt CO/yr",0.971681651790341,0.709953626102705,0.100833993513078,0.0887076923272023,0.0848256078247146,0.0838057495191847,0.0821413902202818,0.0898143589384666,0.128134014319441,0.145800328403271
"IMAGE","SSP1-26","SAF","CMIP6 Emissions|CO|Forest Burning","Mt CO/yr",0.07678838836,0.0689926402052724,0.139840446563727,0.202757637635897,0.220020343981162,0.104496904999799,0.484140234522616,0.21391873434896,0.633175326566214,0.0357279921224136
"IMAGE","SSP1-26","SAF","CMIP6 Emissions|CO|Grassland Burning","Mt CO/yr",1.053334797,1.04791424288802,1.10195265864871,0.968020220436672,0.859118709196091,0.821901862214321,0.773953085845768,0.708937380236714,0.592265087155152,0.546555462185292
"IMAGE","SSP1-26","SAF","CMIP6 Emissions|CO|Industrial Sector","Mt CO/yr",0.767340744552804,0.746324784797334,0.648627437695179,0.720325766261349,0.683145275827635,0.586579556274614,0.477296745422472,0.371884797957064,0.324076662414666,0.278731137474296
"IMAGE","SSP1-26","SAF","CMIP6 Emissions|CO|Residential Commercial Other","Mt CO/yr",2.66676843645582,1.66667091674881,0.487495462549911,0.347058223787688,0.222666470607126,0.164624520384351,0.108126672684227,0.0817092247190573,0.0687332109760402,0.0568537885862829
"IMAGE","SSP1-26","SAF","CMIP6 Emissions|CO|Transportation Sector","Mt CO/yr",0.869767763054761,0.899335223764607,0.827342606273087,0.87396310946553,0.894667046276128,0.89906919349195,0.778795429843444,0.571464354711593,0.344907273799579,0.226204067436328
"IMAGE","SSP1-26","SAF","CMIP6 Emissions|CO|Waste","Mt CO/yr",0.826401541058927,0.826401541058927,0.826401541058927,0.826401541058927,0.826401541058927,0.826401541058927,0.826401541058927,0.826401541058927,0.826401541058927,0.826401541058927
"IMAGE","SSP1-26","SAF","CMIP6 Emissions|NH3","Mt NH3/yr",0.421548970460693,0.429295034473967,0.455996216694151,0.480637030384515,0.503144755225087,0.519748716464741,0.541458804614289,0.556908471318189,0.583022607845324,0.593926715044024
"IMAGE","SSP1-26","SAF","CMIP6 Emissions|NH3|Agricultural Waste Burning","Mt NH3/yr",0.003107120134,0.00348894829454621,0.004219388888586,0.00497671820269642,0.00557572823625436,0.00562928292430762,0.00564469520249894,0.00566397055759936,0.00561158237466665,0.00547361500581755
"IMAGE","SSP1-26","SAF","CMIP6 Emissions|NH3|Agriculture","Mt NH3/yr",0.242530394784023,0.25003430329759,0.274690579519792,0.299124101856623,0.321864864787274,0.340078037904979,0.357915464211027,0.377027240766996,0.399535490894373,0.417791586167405
"IMAGE","SSP1-26","SAF","CMIP6 Emissions|NH3|Energy Sector","Mt NH3/yr",0.0351730208576293,0.0351730208576293,0.0351730208576293,0.0351730208576293,0.0351730208576293,0.0351730208576293,0.0351730208576293,0.0351730208576293,0.0351730208576293,0.0351730208576293
"IMAGE","SSP1-26","SAF","CMIP6 Emissions|NH3|Forest Burning","Mt NH3/yr",8.71736689E-4,7.83234248390359E-4,0.00158752661539524,0.00230180181255561,0.00249776770720022,0.00118628817696154,0.00549618517994855,0.00242850475007194,0.00718809795386946,4.0559856112804E-4
"IMAGE","SSP1-26","SAF","CMIP6 Emissions|NH3|Grassland Burning","Mt NH3/yr",0.009943063326,0.00989189310577027,0.0104020661427066,0.00913775298496896,0.00810973896668781,0.00775845193082158,0.00730580449314363,0.00669209971585063,0.00559078109474385,0.0051592597820024
"IMAGE","SSP1-26","SAF","CMIP6 Emissions|NH3|Industrial Sector","Mt NH3/yr",0.00763422083732572,0.00763422083732572,0.00763422083732572,0.00763422083732572,0.00763422083732572,0.00763422083732572,0.00763422083732572,0.00763422083732572,0.00763422083732572,0.00763422083732572
"IMAGE","SSP1-26","SAF","CMIP6 Emissions|NH3|Residential Commercial Other","Mt NH3/yr",0.0541649636779227,0.0541649636779227,0.0541649636779227,0.0541649636779227,0.0541649636779227,0.0541649636779227,0.0541649636779227,0.0541649636779227,0.0541649636779227,0.0541649636779227
"IMAGE","SSP1-26","SAF","CMIP6 Emissions|NH3|Transportation Sector","Mt NH3/yr",0.00455031720717447,0.00455031720717447,0.00455031720717447,0.00455031720717447,0.00455031720717447,0.00455031720717447,0.00455031720717447,0.00455031720717447,0.00455031720717447,0.00455031720717447
"IMAGE","SSP1-26","SAF","CMIP6 Emissions|NH3|Waste","Mt NH3/yr",0.0635741329476186,0.0635741329476186,0.0635741329476186,0.0635741329476186,0.0635741329476186,0.0635741329476186,0.0635741329476186,0.0635741329476186,0.0635741329476186,0.0635741329476186
"IMAGE","SSP1-26","SAF","CMIP6 Emissions|NOx","Mt NOx/yr",1.4822502682409,1.35104210757185,1.03096571095074,0.826876243359788,0.71120566739179,0.59576047696208,0.494825125844342,0.400926023977076,0.374114296877695,0.345177572417302
"IMAGE","SSP1-26","SAF","CMIP6 Emissions|NOx|Agricultural Waste Burning","Mt NOx/yr",0.009196944787,0.0103271396711319,0.0124892130965894,0.0147308757581519,0.016503920918625,0.0166624402854197,0.0167080604408657,0.016765113689073,0.0166100472091603,0.016201670137259
"IMAGE","SSP1-26","SAF","CMIP6 Emissions|NOx|Agriculture","Mt NOx/yr",0.0240401904017381,0.0252207306498614,0.0291587119272685,0.0342782057721441,0.0385224925506265,0.0415994065215556,0.0437767515363766,0.0470672042347582,0.0520163879409932,0.0540887339511851
"IMAGE","SSP1-26","SAF","CMIP6 Emissions|NOx|Energy Sector","Mt NOx/yr",0.768547270399246,0.671079603085126,0.455940706639696,0.276627855225393,0.20111165263328,0.139648966586252,0.0928815829622114,0.0706839255517878,0.0695775302985782,0.0721842178339376
"IMAGE","SSP1-26","SAF","CMIP6 Emissions|NOx|Forest Burning","Mt NOx/yr",0.001954484046,0.00175606462575316,0.00355936044634226,0.00516078628192089,0.00560016564556152,0.00265974322077208,0.012322799931661,0.00544487712876296,0.0161162877869701,9.09395206627691E-4
"IMAGE","SSP1-26","SAF","CMIP6 Emissions|NOx|Grassland Burning","Mt NOx/yr",0.0621353210399999,0.0618155447800806,0.0650035632490416,0.0571029506736191,0.0506787023596379,0.0484832950107284,0.0456547520082307,0.0418197019508313,0.0349373509846243,0.0322408775660713
"IMAGE","SSP1-26","SAF","CMIP6 Emissions|NOx|Industrial Sector","Mt NOx/yr",0.113355927883515,0.115793621551509,0.112462997953316,0.109485166025593,0.0948046981555418,0.0783239492162607,0.0599745123184156,0.0442543321194558,0.03242148139929,0.0239112207553786
"IMAGE","SSP1-26","SAF","CMIP6 Emissions|NOx|Residential Commercial Other","Mt NOx/yr",0.0785024875483326,0.0569218069388631,0.0267464838506821,0.0247516711930983,0.0232246274883972,0.0219293021567999,0.0196534959692632,0.0176109430129387,0.0165926836046317,0.0159720896890173
"IMAGE","SSP1-26","SAF","CMIP6 Emissions|NOx|Transportation Sector","Mt NOx/yr",0.299803500798419,0.283413454932885,0.200890532451157,0.18002459109322,0.156045266303472,0.121739232627644,0.0791390293406715,0.0325657849528217,0.0111283863168009,0.00495522594117902
"IMAGE","SSP1-26","SAF","CMIP6 Emissions|NOx|Waste","Mt NOx/yr",0.124714141336646,0.124714141336646,0.124714141336646,0.124714141336646,0.124714141336646,0.124714141336646,0.124714141336646,0.124714141336646,0.124714141336646,0.124714141336646
"IMAGE","SSP1-26","SAF","CMIP6 Emissions|OC","Mt OC/yr",0.336039212461045,0.261205876674841,0.191069179554088,0.18273848383975,0.171541348034604,0.156099981630646,0.182945553750633,0.155521480496759,0.185128442971259,0.131995408370898
"IMAGE","SSP1-26","SAF","CMIP6 Emissions|OC|Agricultural Waste Burning","Mt OC/yr",0.006497111661,0.00729552923547542,0.00882290987162354,0.0104065158984431,0.0116590695492995,0.0117710541167895,0.0118032828723421,0.0118435872626354,0.0117340424125084,0.0114455468478537
"IMAGE","SSP1-26","SAF","CMIP6 Emissions|OC|Energy Sector","Mt OC/yr",0.00554572891126455,0.00551728614926632,0.00540900012715201,0.00533839597286965,0.00531194445723307,0.00529490396356513,0.00528632548707257,0.00527612351224101,0.00527414197082249,0.00527097365350459
"IMAGE","SSP1-26","SAF","CMIP6 Emissions|OC|Forest Burning","Mt OC/yr",0.00649109296599999,0.00583211185491324,0.0118210147227552,0.0171396147633474,0.0185987793430143,0.00883335101653354,0.0409256683211663,0.0180830508254769,0.0535239373180481,0.00302016008415739
"IMAGE","SSP1-26","SAF","CMIP6 Emissions|OC|Grassland Burning","Mt OC/yr",0.04203144482,0.0418151433526405,0.043971573891091,0.0386270827973165,0.0342815330458944,0.0327964405439363,0.030883161940112,0.0282888717310347,0.0236333595746465,0.0218092575309252
"IMAGE","SSP1-26","SAF","CMIP6 Emissions|OC|Industrial Sector","Mt OC/yr",0.0186506579995296,0.0167772828330311,0.0102213346085829,0.00784808243426737,0.00472555685542056,0.00226108223969177,0.00122860411672648,4.37401002272964E-4,8.85478802956641E-5,5.99582199356519E-6
"IMAGE","SSP1-26","SAF","CMIP6 Emissions|OC|Residential Commercial Other","Mt OC/yr",0.157838430797324,0.0873965901573933,0.0217443999658836,0.0143112594174398,0.00789220587411632,0.00610324807070392,0.00390544271574907,0.00291154091246426,0.00238530710339546,0.00202640891075133
"IMAGE","SSP1-26","SAF","CMIP6 Emissions|OC|Transportation Sector","Mt OC/yr",0.0108240950755521,0.00841128286174642,9.18296136625007E-4,9.0688232569144E-4,9.11608679250268E-4,8.79251449050945E-4,7.52418067089424E-4,5.20255020258768E-4,3.28456481167685E-4,2.56415291337169E-4
"IMAGE","SSP1-26","SAF","CMIP6 Emissions|OC|Waste","Mt OC/yr",0.0881606502303754,0.0881606502303754,0.0881606502303754,0.0881606502303754,0.0881606502303754,0.0881606502303754,0.0881606502303754,0.0881606502303754,0.0881606502303754,0.0881606502303754
"IMAGE","SSP1-26","SAF","CMIP6 Emissions|Sulfur","Mt SO2/yr",2.51618576779686,1.90355712578079,0.798190251651433,0.586811613129031,0.452630136144757,0.336572177602856,0.272869912777085,0.214816121369645,0.169079145217816,0.117153686558931
"IMAGE","SSP1-26","SAF","CMIP6 Emissions|Sulfur|Agricultural Waste Burning","Mt SO2/yr",0.001159733779,0.00130225131665573,0.00157488866395985,0.00185756210656165,0.00208114281028936,0.00210113205687562,0.00210688478854868,0.00211407924026715,0.00209452548217935,0.00204302906458892
"IMAGE","SSP1-26","SAF","CMIP6 Emissions|Sulfur|Energy Sector","Mt SO2/yr",1.97613865775375,1.4214030871161,0.501511705229147,0.382659752650081,0.310805593994736,0.244461318329305,0.198097928259799,0.157142238348721,0.11587713829428,0.0746574427336454
"IMAGE","SSP1-26","SAF","CMIP6 Emissions|Sulfur|Forest Burning","Mt SO2/yr",7.12538563E-4,6.40200542833114E-4,0.00129761251489296,0.00188144175236772,0.00204161873333897,9.69651849264537E-4,0.00449246224006886,0.00198500647956193,0.00587541046750151,3.31536219798972E-4
